CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription duration,AVG Subscription duration
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,052",365,365.3499318
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,051",365,365.3499422
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,800",365,365.3499526
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,183",365,365.3499629
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,066",366,365.3499733
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,068",366,365.3499541
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,917",366,365.3499348
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,222",366,365.3499155
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,805",366,365.3498962
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,278",366,365.349877
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,180",366,365.3498577
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,251",365,365.3498384
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,147",365,365.3498488
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,601",365,365.3498592
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,810",365,365.3498695
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,292",365,365.3498799
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,537",365,365.3498903
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,904",365,365.3499007
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,500",365,365.349911
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,518",365,365.3499214
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,980",365,365.3499318
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,602",365,365.3499422
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,705",365,365.3499525
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,865",365,365.3499629
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,299",366,365.3499733
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,711",366,365.349954
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,994",366,365.3499347
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,268",366,365.3499155
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,118",366,365.3498962
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,097",366,365.3498769
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,951",366,365.3498576
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,318",365,365.3498383
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,693",365,365.3498487
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,819",365,365.3498591
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,217",365,365.3498695
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,545",365,365.3498798
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,358",365,365.3498902
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,140",365,365.3499006
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,138",365,365.349911
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,522",365,365.3499214
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,602",365,365.3499317
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,624",365,365.3499421
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,700",365,365.3499525
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,933",365,365.3499629
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,431",366,365.3499733
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,167",366,365.349954
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,522",366,365.3499347
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,285",366,365.3499154
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,126",366,365.3498961
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,862",366,365.3498768
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,879",366,365.3498575
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,974",365,365.3498382
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,722",365,365.3498486
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,922",365,365.349859
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,592",365,365.3498694
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,148",365,365.3498798
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,680",365,365.3498901
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,734",365,365.3499005
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,914",365,365.3499109
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,124",365,365.3499213
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,145",365,365.3499317
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,642",365,365.3499421
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,094",365,365.3499525
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,887",365,365.3499629
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,602",366,365.3499733
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,633",366,365.349954
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,191",366,365.3499347
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,131",366,365.3499154
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,380",366,365.349896
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,283",366,365.3498767
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,327",366,365.3498574
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,301",365,365.3498381
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,259",365,365.3498485
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,976",365,365.3498589
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,121",365,365.3498693
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,509",365,365.3498797
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,296",365,365.3498901
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,798",365,365.3499005
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,049",365,365.3499109
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,089",365,365.3499213
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,557",365,365.3499317
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,279",365,365.3499421
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,028",365,365.3499525
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,910",365,365.3499629
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,168",366,365.3499733
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,743",366,365.3499539
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,912",366,365.3499346
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,508",366,365.3499153
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,472",366,365.349896
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,488",366,365.3498767
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,096",366,365.3498573
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,557",365,365.349838
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,923",365,365.3498484
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,431",365,365.3498588
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,057",365,365.3498692
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,450",365,365.3498796
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,362",365,365.34989
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,557",365,365.3499004
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,092",365,365.3499108
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,884",365,365.3499212
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,829",365,365.3499316
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,428",365,365.349942
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,326",365,365.3499524
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,198",365,365.3499628
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,926",366,365.3499732
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,765",366,365.3499539
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,606",366,365.3499346
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,236",366,365.3499153
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,959",366,365.3498959
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,911",366,365.3498766
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,021",366,365.3498573
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,732",365,365.3498379
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,505",365,365.3498483
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,071",365,365.3498587
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,231",365,365.3498691
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,808",365,365.3498795
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,156",365,365.34989
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,813",365,365.3499004
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,969",365,365.3499108
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,108",365,365.3499212
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,534",365,365.3499316
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,134",365,365.349942
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,690",365,365.3499524
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,098",365,365.3499628
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,818",366,365.3499732
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,913",366,365.3499539
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,862",366,365.3499345
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,466",366,365.3499152
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,264",366,365.3498959
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,012",366,365.3498765
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,697",365,365.3498572
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,316",365,365.3498676
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,127",365,365.349878
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,727",365,365.3498884
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,091",365,365.3498988
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,691",365,365.3499092
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,243",365,365.3499196
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,796",365,365.3499301
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,008",365,365.3499405
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,781",365,365.3499509
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,850",365,365.3499613
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,821",365,365.3499717
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,170",365,365.3499821
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,638",366,365.3499926
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,791",366,365.3499732
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,884",366,365.3499539
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,715",366,365.3499345
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,579",366,365.3499152
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,130",366,365.3498958
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,160",366,365.3498764
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,722",365,365.3498571
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,417",365,365.3498675
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,798",365,365.3498779
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,958",365,365.3498883
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,875",365,365.3498988
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,600",365,365.3499092
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,918",365,365.3499196
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,581",365,365.34993
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,762",365,365.3499404
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,575",365,365.3499509
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,629",365,365.3499613
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,489",365,365.3499717
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,140",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,104",366,365.3499628
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,044",366,365.3499434
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,811",366,365.349924
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,097",366,365.3499047
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,979",366,365.3498853
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,535",366,365.349866
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,244",365,365.3498466
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,903",365,365.349857
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,816",365,365.3498674
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,876",365,365.3498779
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,724",365,365.3498883
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,701",365,365.3498987
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,965",365,365.3499091
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,532",365,365.3499196
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,440",365,365.34993
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,292",365,365.3499404
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,255",365,365.3499508
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,392",365,365.3499613
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,078",365,365.3499717
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,664",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,874",366,365.3499627
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,666",366,365.3499434
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,688",366,365.349924
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,489",366,365.3499046
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,421",366,365.3498852
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,565",366,365.3498659
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,837",365,365.3498465
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,089",365,365.3498569
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,868",365,365.3498674
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,674",365,365.3498778
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,706",365,365.3498882
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,117",365,365.3498986
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,585",365,365.3499091
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,697",365,365.3499195
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,048",365,365.3499299
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,156",365,365.3499404
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,632",365,365.3499508
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,421",365,365.3499612
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,542",365,365.3499717
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,958",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,229",366,365.3499627
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,700",366,365.3499433
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,483",366,365.349924
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,499",366,365.3499046
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,284",366,365.3498852
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,647",366,365.3498658
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,386",365,365.3498464
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,752",365,365.3498568
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,654",365,365.3498673
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,678",365,365.3498777
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,075",365,365.3498881
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,724",365,365.3498986
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,129",365,365.349909
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,844",365,365.3499195
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,120",365,365.3499299
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,374",365,365.3499403
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,494",365,365.3499508
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,247",365,365.3499612
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,502",365,365.3499717
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,815",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,512",366,365.3499627
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,178",366,365.3499433
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,451",366,365.3499239
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,364",366,365.3499045
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,786",366,365.3498851
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,563",366,365.3498657
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,473",365,365.3498463
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,455",365,365.3498568
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,881",365,365.3498672
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,529",365,365.3498776
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,810",365,365.3498881
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,997",365,365.3498985
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,757",365,365.349909
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,762",365,365.3499194
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,693",365,365.3499299
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,773",365,365.3499403
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,052",365,365.3499507
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,288",365,365.3499612
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,305",365,365.3499716
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,124",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,061",366,365.3499627
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,226",366,365.3499433
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,001",366,365.3499239
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,282",366,365.3499045
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,297",366,365.349885
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,481",366,365.3498656
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,754",365,365.3498462
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,101",365,365.3498567
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,717",365,365.3498671
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,192",365,365.3498776
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,138",365,365.349888
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,326",365,365.3498985
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,804",365,365.3499089
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,311",365,365.3499194
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,152",365,365.3499298
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,443",365,365.3499403
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,987",365,365.3499507
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,993",365,365.3499612
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,678",365,365.3499716
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,045",366,365.3499821
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,022",366,365.3499627
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,807",366,365.3499432
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,736",366,365.3499238
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,590",366,365.3499044
